task_id,mission_id,source_mission_id,goal_level,mission_split,split_index,target_zone,furnace_condition,pipeline_condition,conduit_condition,archive_condition,basin_condition,template_id,gold_action_sequence
EFGHI,L1-0009,efghi_state_0212,1,train,159,archive,bad_quality,low_resource,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0050,efghi_state_0172,1,train,160,archive,low_resource,ideal,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0266,efghi_state_0064,1,train,161,pipeline,low_resource,low_resource,ideal,ideal,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0019,efghi_state_0207,1,train,162,archive,low_resource,bad_quality,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0008,efghi_state_0211,1,train,163,archive,bad_quality,low_resource,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0196,efghi_state_0024,1,train,164,furnace,low_resource,ideal,bad_quality,low_resource,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0252,efghi_state_0077,1,train,165,pipeline,bad_quality,low_resource,ideal,low_resource,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0011,efghi_state_0196,1,train,166,archive,ideal,bad_quality,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0221,efghi_state_0100,1,train,167,pipeline,bad_quality,bad_quality,ideal,ideal,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0235,efghi_state_0099,1,train,168,pipeline,low_resource,bad_quality,ideal,bad_quality,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0086,efghi_state_0235,1,train,169,basin,ideal,bad_quality,ideal,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0080,efghi_state_0256,1,train,170,basin,ideal,low_resource,low_resource,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0075,efghi_state_0260,1,train,171,basin,ideal,low_resource,bad_quality,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0069,efghi_state_0245,1,train,172,basin,ideal,ideal,ideal,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0097,efghi_state_0222,1,train,173,basin,ideal,ideal,low_resource,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0259,efghi_state_0060,1,train,174,pipeline,ideal,low_resource,ideal,low_resource,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0219,efghi_state_0107,1,train,175,pipeline,bad_quality,bad_quality,ideal,bad_quality,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0200,efghi_state_0007,1,train,176,furnace,low_resource,ideal,ideal,bad_quality,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0187,efghi_state_0042,1,train,177,furnace,bad_quality,ideal,low_resource,low_resource,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0044,efghi_state_0166,1,train,178,archive,ideal,low_resource,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0236,efghi_state_0097,1,train,179,pipeline,low_resource,bad_quality,ideal,bad_quality,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0061,efghi_state_0267,1,train,180,basin,ideal,bad_quality,low_resource,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0141,efghi_state_0128,1,train,181,conduit,bad_quality,ideal,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0129,efghi_state_0152,1,train,182,conduit,low_resource,bad_quality,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0222,efghi_state_0101,1,train,183,pipeline,bad_quality,bad_quality,ideal,ideal,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0216,efghi_state_0014,1,train,184,furnace,low_resource,ideal,low_resource,low_resource,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0167,efghi_state_0046,1,train,185,furnace,bad_quality,ideal,bad_quality,ideal,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0036,efghi_state_0185,1,train,186,archive,bad_quality,low_resource,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0264,efghi_state_0071,1,train,187,pipeline,low_resource,low_resource,ideal,bad_quality,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0189,efghi_state_0041,1,train,188,furnace,bad_quality,ideal,low_resource,low_resource,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0256,efghi_state_0057,1,train,189,pipeline,ideal,low_resource,ideal,ideal,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0016,efghi_state_0195,1,test,1,archive,ideal,low_resource,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0107,efghi_state_0229,1,test,2,basin,ideal,low_resource,low_resource,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0078,efghi_state_0254,1,test,3,basin,ideal,low_resource,ideal,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0253,efghi_state_0063,1,test,4,pipeline,ideal,low_resource,ideal,bad_quality,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0055,efghi_state_0270,1,test,5,basin,ideal,bad_quality,bad_quality,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0150,efghi_state_0110,1,test,6,conduit,ideal,ideal,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0068,efghi_state_0244,1,test,7,basin,ideal,ideal,ideal,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0203,efghi_state_0001,1,test,8,furnace,low_resource,ideal,ideal,ideal,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0257,efghi_state_0055,1,test,9,pipeline,ideal,low_resource,ideal,ideal,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0074,efghi_state_0259,1,test,10,basin,ideal,low_resource,bad_quality,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0154,efghi_state_0126,1,test,11,conduit,low_resource,bad_quality,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0234,efghi_state_0086,1,test,12,pipeline,ideal,bad_quality,ideal,low_resource,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0214,efghi_state_0015,1,test,13,furnace,low_resource,ideal,low_resource,low_resource,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0268,efghi_state_0069,1,test,14,pipeline,low_resource,low_resource,ideal,low_resource,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0231,efghi_state_0083,1,test,15,pipeline,ideal,bad_quality,ideal,ideal,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0058,efghi_state_0264,1,test,16,basin,ideal,bad_quality,ideal,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0029,efghi_state_0187,1,test,17,archive,bad_quality,bad_quality,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0225,efghi_state_0104,1,test,18,pipeline,bad_quality,bad_quality,ideal,low_resource,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0238,efghi_state_0093,1,test,19,pipeline,low_resource,bad_quality,ideal,ideal,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0088,efghi_state_0240,1,test,20,basin,ideal,bad_quality,low_resource,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0031,efghi_state_0183,1,test,21,archive,bad_quality,ideal,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0243,efghi_state_0095,1,test,22,pipeline,low_resource,bad_quality,ideal,low_resource,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0184,efghi_state_0039,1,test,23,furnace,bad_quality,ideal,low_resource,ideal,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0210,efghi_state_0017,1,test,24,furnace,low_resource,ideal,low_resource,bad_quality,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0157,efghi_state_0120,1,test,25,conduit,low_resource,ideal,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0090,efghi_state_0239,1,test,26,basin,ideal,bad_quality,low_resource,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0021,efghi_state_0206,1,test,27,archive,low_resource,bad_quality,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0179,efghi_state_0031,1,test,28,furnace,bad_quality,ideal,ideal,low_resource,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0245,efghi_state_0079,1,test,29,pipeline,bad_quality,low_resource,ideal,bad_quality,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0223,efghi_state_0105,1,test,30,pipeline,bad_quality,bad_quality,ideal,low_resource,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0246,efghi_state_0080,1,test,31,pipeline,bad_quality,low_resource,ideal,bad_quality,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0176,efghi_state_0028,1,test,32,furnace,bad_quality,ideal,ideal,ideal,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0018,efghi_state_0194,1,test,33,archive,ideal,low_resource,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0158,efghi_state_0118,1,test,34,conduit,low_resource,ideal,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0142,efghi_state_0132,1,test,35,conduit,bad_quality,low_resource,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0233,efghi_state_0085,1,test,36,pipeline,ideal,bad_quality,ideal,low_resource,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0081,efghi_state_0257,1,test,37,basin,ideal,low_resource,low_resource,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0076,efghi_state_0255,1,test,38,basin,ideal,low_resource,ideal,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0110,efghi_state_0160,1,test,39,conduit,bad_quality,bad_quality,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0010,efghi_state_0198,1,test,40,archive,ideal,bad_quality,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0118,efghi_state_0144,1,test,41,conduit,ideal,bad_quality,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0143,efghi_state_0130,1,test,42,conduit,bad_quality,low_resource,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0062,efghi_state_0265,1,test,43,basin,ideal,bad_quality,low_resource,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0037,efghi_state_0171,1,test,44,archive,ideal,bad_quality,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0173,efghi_state_0034,1,test,45,furnace,bad_quality,ideal,ideal,bad_quality,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0035,efghi_state_0184,1,test,46,archive,bad_quality,low_resource,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0089,efghi_state_0238,1,test,47,basin,ideal,bad_quality,low_resource,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0140,efghi_state_0127,1,test,48,conduit,bad_quality,ideal,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0162,efghi_state_0122,1,test,49,conduit,low_resource,low_resource,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0206,efghi_state_0004,1,test,50,furnace,low_resource,ideal,ideal,low_resource,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0269,efghi_state_0067,1,test,51,pipeline,low_resource,low_resource,ideal,low_resource,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0065,efghi_state_0250,1,test,52,basin,ideal,ideal,bad_quality,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0195,efghi_state_0020,1,test,53,furnace,low_resource,ideal,bad_quality,ideal,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0039,efghi_state_0170,1,test,54,archive,ideal,bad_quality,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0172,efghi_state_0036,1,test,55,furnace,bad_quality,ideal,ideal,bad_quality,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0163,efghi_state_0054,1,test,56,furnace,bad_quality,ideal,bad_quality,bad_quality,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0063,efghi_state_0266,1,test,57,basin,ideal,bad_quality,low_resource,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0115,efghi_state_0159,1,test,58,conduit,bad_quality,low_resource,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0025,efghi_state_0204,1,test,59,archive,low_resource,low_resource,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0201,efghi_state_0008,1,test,60,furnace,low_resource,ideal,ideal,bad_quality,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0213,efghi_state_0011,1,test,61,furnace,low_resource,ideal,low_resource,ideal,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0197,efghi_state_0022,1,test,62,furnace,low_resource,ideal,bad_quality,low_resource,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0100,efghi_state_0234,1,test,63,basin,ideal,low_resource,bad_quality,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0124,efghi_state_0141,1,test,64,conduit,ideal,low_resource,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0047,efghi_state_0178,1,test,65,archive,low_resource,bad_quality,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0012,efghi_state_0197,1,test,66,archive,ideal,bad_quality,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0209,efghi_state_0016,1,test,67,furnace,low_resource,ideal,low_resource,bad_quality,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0111,efghi_state_0161,1,test,68,conduit,bad_quality,bad_quality,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0052,efghi_state_0177,1,test,69,archive,low_resource,low_resource,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0177,efghi_state_0029,1,test,70,furnace,bad_quality,ideal,ideal,ideal,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0098,efghi_state_0220,1,test,71,basin,ideal,ideal,low_resource,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0159,efghi_state_0119,1,test,72,conduit,low_resource,ideal,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0054,efghi_state_0176,1,test,73,archive,low_resource,low_resource,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0152,efghi_state_0112,1,test,74,conduit,ideal,low_resource,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0131,efghi_state_0145,1,test,75,conduit,low_resource,ideal,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0249,efghi_state_0074,1,test,76,pipeline,bad_quality,low_resource,ideal,ideal,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0156,efghi_state_0125,1,test,77,conduit,low_resource,bad_quality,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0108,efghi_state_0230,1,test,78,basin,ideal,low_resource,low_resource,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0102,efghi_state_0233,1,test,79,basin,ideal,low_resource,bad_quality,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0013,efghi_state_0192,1,test,80,archive,ideal,ideal,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0116,efghi_state_0157,1,test,81,conduit,bad_quality,low_resource,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L2-0013,efghi_state_0399,2,train,1,archive,ideal,ideal,bad_quality,bad_quality,low_resource,L2_ARC_BL,"R[C[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0004,efghi_state_0408,2,train,2,archive,ideal,ideal,bad_quality,bad_quality,bad_quality,L2_ARC_BB,"R[R[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0154,efghi_state_0333,2,train,3,pipeline,bad_quality,bad_quality,low_resource,ideal,bad_quality,L2_PIP_BL,"R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0174,efghi_state_0314,2,train,4,pipeline,bad_quality,low_resource,low_resource,ideal,low_resource,L2_PIP_LL,"C[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0101,efghi_state_0349,2,train,5,conduit,bad_quality,ideal,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0118,efghi_state_0297,2,train,6,furnace,bad_quality,low_resource,ideal,bad_quality,bad_quality,L2_FUR_BL,"R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0155,efghi_state_0331,2,train,7,pipeline,bad_quality,bad_quality,low_resource,ideal,ideal,L2_PIP_BL,"R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0079,efghi_state_0375,2,train,8,conduit,low_resource,bad_quality,bad_quality,bad_quality,ideal,L2_CON_BB,"R[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL]"
EFGHI,L2-0133,efghi_state_0285,2,train,9,furnace,low_resource,bad_quality,ideal,low_resource,bad_quality,L2_FUR_LB,"C[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0022,efghi_state_0390,2,train,10,archive,ideal,ideal,bad_quality,low_resource,bad_quality,L2_ARC_LB,"C[R[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0030,efghi_state_0386,2,train,11,archive,ideal,bad_quality,low_resource,low_resource,low_resource,L2_ARC_LL,"C[C[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0087,efghi_state_0362,2,train,12,conduit,ideal,low_resource,bad_quality,low_resource,ideal,L2_CON_BL,"R[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0053,efghi_state_0436,2,train,13,basin,low_resource,ideal,low_resource,ideal,bad_quality,L2_BAS_BL,"R[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0121,efghi_state_0291,2,train,14,furnace,bad_quality,low_resource,ideal,ideal,bad_quality,L2_FUR_BL,"R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0106,efghi_state_0348,2,train,15,conduit,low_resource,bad_quality,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0094,efghi_state_0354,2,train,16,conduit,ideal,bad_quality,low_resource,bad_quality,ideal,L2_CON_LB,"C[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL]"
EFGHI,L2-0108,efghi_state_0347,2,train,17,conduit,low_resource,low_resource,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0143,efghi_state_0274,2,train,18,furnace,low_resource,low_resource,ideal,low_resource,ideal,L2_FUR_LL,"C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0003,efghi_state_0413,2,train,19,archive,ideal,bad_quality,low_resource,bad_quality,bad_quality,L2_ARC_BB,"R[R[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0125,efghi_state_0292,2,train,20,furnace,bad_quality,low_resource,ideal,low_resource,ideal,L2_FUR_BL,"R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0091,efghi_state_0360,2,train,21,conduit,bad_quality,bad_quality,low_resource,bad_quality,ideal,L2_CON_LB,"C[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL]"
EFGHI,L2-0159,efghi_state_0326,2,train,22,pipeline,ideal,bad_quality,low_resource,ideal,low_resource,L2_PIP_BL,"R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0007,efghi_state_0411,2,train,23,archive,ideal,low_resource,bad_quality,bad_quality,bad_quality,L2_ARC_BB,"R[R[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0034,efghi_state_0384,2,train,24,archive,ideal,low_resource,bad_quality,low_resource,low_resource,L2_ARC_LL,"C[C[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0056,efghi_state_0430,2,train,25,basin,bad_quality,ideal,bad_quality,ideal,low_resource,L2_BAS_LB,"C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0167,efghi_state_0316,2,train,26,pipeline,ideal,low_resource,bad_quality,ideal,ideal,L2_PIP_LB,"C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0105,efghi_state_0344,2,train,27,conduit,ideal,low_resource,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0050,efghi_state_0433,2,train,28,basin,low_resource,ideal,ideal,ideal,bad_quality,L2_BAS_BL,"R[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0055,efghi_state_0432,2,train,29,basin,bad_quality,ideal,bad_quality,bad_quality,low_resource,L2_BAS_LB,"C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0035,efghi_state_0382,2,train,30,archive,ideal,low_resource,ideal,low_resource,low_resource,L2_ARC_LL,"C[C[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0141,efghi_state_0272,2,train,31,furnace,low_resource,low_resource,ideal,ideal,low_resource,L2_FUR_LL,"C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER]"
EFGHI,L2-0178,efghi_state_0312,2,train,32,pipeline,low_resource,low_resource,low_resource,ideal,bad_quality,L2_PIP_LL,"C[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0163,efghi_state_0324,2,train,33,pipeline,bad_quality,low_resource,bad_quality,ideal,bad_quality,L2_PIP_LB,"C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0018,efghi_state_0401,2,train,34,archive,ideal,low_resource,low_resource,bad_quality,low_resource,L2_ARC_BL,"R[C[DRAIN, HEAT, CYCLE], CATALOG]"
EFGHI,L2-0041,efghi_state_0442,2,train,35,basin,bad_quality,ideal,ideal,ideal,bad_quality,L2_BAS_BB,"R[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0064,efghi_state_0423,2,train,36,basin,low_resource,ideal,bad_quality,bad_quality,low_resource,L2_BAS_LL,"C[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE]"
EFGHI,L2-0158,efghi_state_0325,2,train,37,pipeline,ideal,bad_quality,low_resource,ideal,ideal,L2_PIP_BL,"R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE]"
EFGHI,L2-0100,efghi_state_0351,2,train,38,conduit,bad_quality,bad_quality,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0103,efghi_state_0345,2,train,39,conduit,ideal,bad_quality,low_resource,low_resource,ideal,L2_CON_LL,"C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL]"
EFGHI,L2-0024,efghi_state_0389,2,train,40,archive,ideal,ideal,low_resource,low_resource,bad_quality,L2_ARC_LB,"C[R[DRAIN, HEAT, CYCLE], CATALOG]"
